gravity,hypothesis_index,role,realization,beta,f,eta,prior,beta_family,companion_family,local_case_index,seed,rule,mode,scenario,N_catalogues,N_parent,correct,wrong,indeterminate,both_retained,both_rejected,true_retained,raw_fitting_empty_fraction_mean,near_best_true_mean,near_best_other_mean,correct_rate,correct_wilson_lo,correct_wilson_hi,wrong_rate,wrong_wilson_lo,wrong_wilson_hi,indeterminate_rate,indeterminate_wilson_lo,indeterminate_wilson_hi,true_retained_rate,true_retained_wilson_lo,true_retained_wilson_hi,classification_count_pass,retention_count_pass,overall_count_pass,classification_confidence_pass,retention_confidence_pass,overall_confidence_pass
Newton,0,test,1,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,325008001,envelope,full34,clustered_correlated,1000,1000,987,2,11,11,0,998,0.00041999999999999996,1.12,1.214,0.987,0.9778855576244203,0.9923871796106489,0.002,0.000548643588120728,0.007262807863492177,0.011,0.006153174098086638,0.019589395700786275,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,325008001,envelope,full34,sparse_floor,1000,1000,992,0,8,8,0,1000,0.000462,1.117,1.237,0.992,0.9842936654690199,0.995940804181194,0.0,2.168404344971009e-19,0.0038267584855551234,0.008,0.004059195818806103,0.015706334530980144,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,325008001,envelope,covariates_only66,uniform_white,1000,1000,14,0,986,986,0,1000,0.0,13.068,14.475,0.014,0.00835757513042392,0.02336203411753566,0.0,2.168404344971009e-19,0.0038267584855551234,0.986,0.9766379658824644,0.9916424248695761,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,325008001,envelope,covariates_only66,clustered_correlated,1000,1000,13,0,987,987,0,1000,0.0,13.068,14.495,0.013,0.0076128203893510256,0.022114442375579666,0.0,2.168404344971009e-19,0.0038267584855551234,0.987,0.9778855576244203,0.9923871796106489,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,325008001,envelope,covariates_only66,sparse_floor,1000,1000,9,0,991,991,0,1000,0.0,13.061,14.458,0.009,0.004742060667477063,0.01701581616533807,0.0,2.168404344971009e-19,0.0038267584855551234,0.991,0.982984183834662,0.9952579393325229,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,325008001,envelope,conditional66,uniform_white,1000,1000,986,0,14,14,0,1000,0.00029099999999999997,1.893,1.165,0.986,0.9766379658824644,0.9916424248695761,0.0,2.168404344971009e-19,0.0038267584855551234,0.014,0.00835757513042392,0.02336203411753566,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,325008001,envelope,conditional66,clustered_correlated,1000,1000,996,0,4,4,0,1000,0.000345,1.907,1.149,0.996,0.9897604437227377,0.9984434118595916,0.0,2.168404344971009e-19,0.0038267584855551234,0.004,0.0015565881404084308,0.010239556277262253,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.225,,160,fitted_grid,outside_inner_prior,8,325008001,envelope,conditional66,sparse_floor,1000,1000,998,0,2,2,0,1000,0.000416,1.87,1.175,0.998,0.9927371921365079,0.9994513564118793,0.0,2.168404344971009e-19,0.0038267584855551234,0.002,0.000548643588120728,0.007262807863492177,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,full66,uniform_white,1000,1000,999,0,1,0,1,999,0.00027600000000000004,1.054,1.19,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,full66,clustered_correlated,1000,1000,998,0,2,0,2,998,0.000279,1.059,1.154,0.998,0.9927371921365079,0.9994513564118793,0.0,2.168404344971009e-19,0.0038267584855551234,0.002,0.000548643588120728,0.007262807863492177,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,full66,sparse_floor,1000,1000,997,0,3,0,3,997,0.000352,1.061,1.177,0.997,0.9912169859464969,0.9989792161188614,0.0,2.168404344971009e-19,0.0038267584855551234,0.003,0.0010207838811386186,0.008783014053503173,0.997,0.9912169859464969,0.9989792161188614,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,no_diagnostics66,uniform_white,1000,1000,999,0,1,0,1,999,8.999999999999999e-05,1.755,2.159,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,no_diagnostics66,clustered_correlated,1000,1000,997,0,3,0,3,997,4.2000000000000004e-05,1.67,2.198,0.997,0.9912169859464969,0.9989792161188614,0.0,2.168404344971009e-19,0.0038267584855551234,0.003,0.0010207838811386186,0.008783014053503173,0.997,0.9912169859464969,0.9989792161188614,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,no_diagnostics66,sparse_floor,1000,1000,1000,0,0,0,0,1000,4.2000000000000004e-05,1.785,2.156,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,full34,uniform_white,1000,1000,991,0,9,7,2,998,0.000498,1.073,1.195,0.991,0.982984183834662,0.9952579393325229,0.0,2.168404344971009e-19,0.0038267584855551234,0.009,0.004742060667477063,0.01701581616533807,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,full34,clustered_correlated,1000,1000,988,1,11,10,1,998,0.000376,1.058,1.221,0.988,0.9791427315245017,0.9931223521935965,0.001,0.00017654637062607809,0.0056425585979579355,0.011,0.006153174098086638,0.019589395700786275,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,full34,sparse_floor,1000,1000,985,0,15,14,1,999,0.000501,1.058,1.207,0.985,0.9753990230730932,0.9908890211959184,0.0,2.168404344971009e-19,0.0038267584855551234,0.015,0.009110978804081668,0.024600976926906798,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,covariates_only66,uniform_white,1000,1000,17,2,981,981,0,998,0.0,13.036,14.385,0.017,0.010640689856816328,0.027055958840229925,0.002,0.000548643588120728,0.007262807863492177,0.981,0.9705155440876868,0.9878031142492091,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,covariates_only66,clustered_correlated,1000,1000,22,2,976,976,0,998,0.0,13.039,14.376,0.022,0.014572707764791058,0.03308567334739963,0.002,0.000548643588120728,0.007262807863492177,0.976,0.9645370943883885,0.9838198315333629,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,covariates_only66,sparse_floor,1000,1000,24,2,974,974,0,998,0.0,13.037,14.463,0.024,0.016180168466636995,0.03546290561161149,0.002,0.000548643588120728,0.007262807863492177,0.974,0.9621761711573101,0.9821960617983837,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,conditional66,uniform_white,1000,1000,986,1,13,13,0,999,0.00027600000000000004,1.888,1.145,0.986,0.9766379658824644,0.9916424248695761,0.001,0.00017654637062607809,0.0056425585979579355,0.013,0.0076128203893510256,0.022114442375579666,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,conditional66,clustered_correlated,1000,1000,995,0,5,3,2,998,0.000279,1.996,1.108,0.995,0.9883490446266249,0.9978624644726756,0.0,2.168404344971009e-19,0.0038267584855551234,0.005,0.0021375355273244596,0.011650955373375113,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,baseline,conditional66,sparse_floor,1000,1000,995,2,3,1,2,996,0.000352,1.999,1.115,0.995,0.9883490446266249,0.9978624644726756,0.002,0.000548643588120728,0.007262807863492177,0.003,0.0010207838811386186,0.008783014053503173,0.996,0.9897604437227377,0.9984434118595916,True,True,True,True,False,False
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,full66,uniform_white,1000,1000,999,0,1,0,1,999,0.00027600000000000004,1.054,1.19,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,full66,clustered_correlated,1000,1000,998,0,2,0,2,998,0.000279,1.059,1.154,0.998,0.9927371921365079,0.9994513564118793,0.0,2.168404344971009e-19,0.0038267584855551234,0.002,0.000548643588120728,0.007262807863492177,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,full66,sparse_floor,1000,1000,999,0,1,0,1,999,0.000352,1.061,1.177,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,no_diagnostics66,uniform_white,1000,1000,999,0,1,0,1,999,8.999999999999999e-05,1.755,2.159,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,no_diagnostics66,clustered_correlated,1000,1000,997,0,3,0,3,997,4.2000000000000004e-05,1.67,2.198,0.997,0.9912169859464969,0.9989792161188614,0.0,2.168404344971009e-19,0.0038267584855551234,0.003,0.0010207838811386186,0.008783014053503173,0.997,0.9912169859464969,0.9989792161188614,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,no_diagnostics66,sparse_floor,1000,1000,1000,0,0,0,0,1000,4.2000000000000004e-05,1.785,2.156,1.0,0.996173241514445,1.0,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,full34,uniform_white,1000,1000,991,0,9,8,1,999,0.000498,1.073,1.195,0.991,0.982984183834662,0.9952579393325229,0.0,2.168404344971009e-19,0.0038267584855551234,0.009,0.004742060667477063,0.01701581616533807,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,full34,clustered_correlated,1000,1000,987,0,13,13,0,1000,0.000376,1.058,1.221,0.987,0.9778855576244203,0.9923871796106489,0.0,2.168404344971009e-19,0.0038267584855551234,0.013,0.0076128203893510256,0.022114442375579666,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,full34,sparse_floor,1000,1000,985,0,15,14,1,999,0.000501,1.058,1.207,0.985,0.9753990230730932,0.9908890211959184,0.0,2.168404344971009e-19,0.0038267584855551234,0.015,0.009110978804081668,0.024600976926906798,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,covariates_only66,uniform_white,1000,1000,15,0,985,985,0,1000,0.0,13.036,14.385,0.015,0.009110978804081668,0.024600976926906798,0.0,2.168404344971009e-19,0.0038267584855551234,0.985,0.9753990230730932,0.9908890211959184,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,covariates_only66,clustered_correlated,1000,1000,16,0,984,984,0,1000,0.0,13.039,14.376,0.016,0.009872242002277388,0.02583206021173997,0.0,2.168404344971009e-19,0.0038267584855551234,0.984,0.97416793978826,0.9901277579977227,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,covariates_only66,sparse_floor,1000,1000,15,0,985,985,0,1000,0.0,13.037,14.463,0.015,0.009110978804081668,0.024600976926906798,0.0,2.168404344971009e-19,0.0038267584855551234,0.985,0.9753990230730932,0.9908890211959184,1.0,0.996173241514445,1.0,False,True,False,False,True,False
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,conditional66,uniform_white,1000,1000,986,0,14,14,0,1000,0.00027600000000000004,1.888,1.145,0.986,0.9766379658824644,0.9916424248695761,0.0,2.168404344971009e-19,0.0038267584855551234,0.014,0.00835757513042392,0.02336203411753566,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,conditional66,clustered_correlated,1000,1000,995,0,5,3,2,998,0.000279,1.996,1.108,0.995,0.9883490446266249,0.9978624644726756,0.0,2.168404344971009e-19,0.0038267584855551234,0.005,0.0021375355273244596,0.011650955373375113,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,40,fitted_grid,fitted_prior,9,325009001,envelope,conditional66,sparse_floor,1000,1000,996,2,2,1,1,997,0.000352,1.999,1.115,0.996,0.9897604437227377,0.9984434118595916,0.002,0.000548643588120728,0.007262807863492177,0.002,0.000548643588120728,0.007262807863492177,0.997,0.9912169859464969,0.9989792161188614,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,full66,uniform_white,1000,1000,998,0,2,0,2,998,0.000345,1.06,1.159,0.998,0.9927371921365079,0.9994513564118793,0.0,2.168404344971009e-19,0.0038267584855551234,0.002,0.000548643588120728,0.007262807863492177,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,full66,clustered_correlated,1000,1000,997,0,3,0,3,997,0.000316,1.052,1.139,0.997,0.9912169859464969,0.9989792161188614,0.0,2.168404344971009e-19,0.0038267584855551234,0.003,0.0010207838811386186,0.008783014053503173,0.997,0.9912169859464969,0.9989792161188614,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,full66,sparse_floor,1000,1000,995,1,4,0,4,995,0.000384,1.062,1.153,0.995,0.9883490446266249,0.9978624644726756,0.001,0.00017654637062607809,0.0056425585979579355,0.004,0.0015565881404084308,0.010239556277262253,0.995,0.9883490446266249,0.9978624644726756,True,True,True,True,False,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,no_diagnostics66,uniform_white,1000,1000,999,0,1,0,1,999,9.900000000000001e-05,1.633,2.126,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,no_diagnostics66,clustered_correlated,1000,1000,997,0,3,0,3,997,9.1e-05,1.591,2.167,0.997,0.9912169859464969,0.9989792161188614,0.0,2.168404344971009e-19,0.0038267584855551234,0.003,0.0010207838811386186,0.008783014053503173,0.997,0.9912169859464969,0.9989792161188614,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,no_diagnostics66,sparse_floor,1000,1000,991,0,9,0,9,991,5e-05,1.726,2.152,0.991,0.982984183834662,0.9952579393325229,0.0,2.168404344971009e-19,0.0038267584855551234,0.009,0.004742060667477063,0.01701581616533807,0.991,0.982984183834662,0.9952579393325229,True,True,True,True,False,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,full34,uniform_white,1000,1000,969,3,28,28,0,997,0.000386,1.067,1.216,0.969,0.9563345039877078,0.9780759965528414,0.003,0.0010207838811386186,0.008783014053503173,0.028,0.019442276812770925,0.04017018319759311,0.997,0.9912169859464969,0.9989792161188614,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,full34,clustered_correlated,1000,1000,993,0,7,7,0,1000,0.000516,1.053,1.196,0.993,0.9856216845342334,0.9966051315990092,0.0,2.168404344971009e-19,0.0038267584855551234,0.007,0.0033948684009907646,0.014378315465766588,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,full34,sparse_floor,1000,1000,981,0,19,18,1,999,0.0005110000000000001,1.064,1.211,0.981,0.9705155440876868,0.9878031142492091,0.0,2.168404344971009e-19,0.0038267584855551234,0.019,0.012196885750790904,0.02948445591231312,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,covariates_only66,uniform_white,1000,1000,16,1,983,981,2,997,0.0,13.056,14.649,0.016,0.009872242002277388,0.02583206021173997,0.001,0.00017654637062607809,0.0056425585979579355,0.983,0.9729440411597701,0.9893593101431837,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,covariates_only66,clustered_correlated,1000,1000,11,1,988,986,2,997,0.0,13.056,14.604,0.011,0.006153174098086638,0.019589395700786275,0.001,0.00017654637062607809,0.0056425585979579355,0.988,0.9791427315245017,0.9931223521935965,0.997,0.9912169859464969,0.9989792161188614,False,True,False,False,True,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,covariates_only66,sparse_floor,1000,1000,19,2,979,977,2,996,0.0,13.047,14.733,0.019,0.012196885750790904,0.02948445591231312,0.002,0.000548643588120728,0.007262807863492177,0.979,0.9681097049387625,0.9862242604320758,0.996,0.9897604437227377,0.9984434118595916,False,True,False,False,False,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,conditional66,uniform_white,1000,1000,981,0,19,17,2,998,0.000345,1.922,1.125,0.981,0.9705155440876868,0.9878031142492091,0.0,2.168404344971009e-19,0.0038267584855551234,0.019,0.012196885750790904,0.02948445591231312,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,conditional66,clustered_correlated,1000,1000,996,0,4,2,2,998,0.000316,1.905,1.112,0.996,0.9897604437227377,0.9984434118595916,0.0,2.168404344971009e-19,0.0038267584855551234,0.004,0.0015565881404084308,0.010239556277262253,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,baseline,conditional66,sparse_floor,1000,1000,990,3,7,5,2,995,0.000384,1.888,1.127,0.99,0.9816905311296853,0.9945592455544707,0.003,0.0010207838811386186,0.008783014053503173,0.007,0.0033948684009907646,0.014378315465766588,0.995,0.9883490446266249,0.9978624644726756,True,True,True,True,False,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,full66,uniform_white,1000,1000,998,0,2,0,2,998,0.000345,1.06,1.159,0.998,0.9927371921365079,0.9994513564118793,0.0,2.168404344971009e-19,0.0038267584855551234,0.002,0.000548643588120728,0.007262807863492177,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,full66,clustered_correlated,1000,1000,997,0,3,0,3,997,0.000316,1.052,1.139,0.997,0.9912169859464969,0.9989792161188614,0.0,2.168404344971009e-19,0.0038267584855551234,0.003,0.0010207838811386186,0.008783014053503173,0.997,0.9912169859464969,0.9989792161188614,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,full66,sparse_floor,1000,1000,995,1,4,0,4,995,0.000384,1.062,1.153,0.995,0.9883490446266249,0.9978624644726756,0.001,0.00017654637062607809,0.0056425585979579355,0.004,0.0015565881404084308,0.010239556277262253,0.995,0.9883490446266249,0.9978624644726756,True,True,True,True,False,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,no_diagnostics66,uniform_white,1000,1000,999,0,1,0,1,999,9.900000000000001e-05,1.633,2.126,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,no_diagnostics66,clustered_correlated,1000,1000,997,0,3,0,3,997,9.1e-05,1.591,2.167,0.997,0.9912169859464969,0.9989792161188614,0.0,2.168404344971009e-19,0.0038267584855551234,0.003,0.0010207838811386186,0.008783014053503173,0.997,0.9912169859464969,0.9989792161188614,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,no_diagnostics66,sparse_floor,1000,1000,994,0,6,0,6,994,5e-05,1.726,2.152,0.994,0.9869718317581478,0.9972473308581237,0.0,2.168404344971009e-19,0.0038267584855551234,0.006,0.0027526691418763745,0.01302816824185209,0.994,0.9869718317581478,0.9972473308581237,True,True,True,True,False,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,full34,uniform_white,1000,1000,963,2,35,35,0,998,0.000386,1.067,1.216,0.963,0.9494176025179306,0.9730388191244452,0.002,0.000548643588120728,0.007262807863492177,0.035,0.02527226301711295,0.04828662237445333,0.998,0.9927371921365079,0.9994513564118793,True,True,True,False,True,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,full34,clustered_correlated,1000,1000,990,0,10,10,0,1000,0.000516,1.053,1.196,0.99,0.9816905311296853,0.9945592455544707,0.0,2.168404344971009e-19,0.0038267584855551234,0.01,0.005440754445529249,0.018309468870314774,1.0,0.996173241514445,1.0,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,full34,sparse_floor,1000,1000,981,0,19,18,1,999,0.0005110000000000001,1.064,1.211,0.981,0.9705155440876868,0.9878031142492091,0.0,2.168404344971009e-19,0.0038267584855551234,0.019,0.012196885750790904,0.02948445591231312,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,covariates_only66,uniform_white,1000,1000,11,0,989,987,2,998,0.0,13.056,14.649,0.011,0.006153174098086638,0.019589395700786275,0.0,2.168404344971009e-19,0.0038267584855551234,0.989,0.9804106042992137,0.9938468259019134,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,covariates_only66,clustered_correlated,1000,1000,9,0,991,990,1,999,0.0,13.056,14.604,0.009,0.004742060667477063,0.01701581616533807,0.0,2.168404344971009e-19,0.0038267584855551234,0.991,0.982984183834662,0.9952579393325229,0.999,0.9943574414020421,0.9998234536293739,False,True,False,False,True,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,covariates_only66,sparse_floor,1000,1000,7,0,993,991,2,998,0.0,13.047,14.733,0.007,0.0033948684009907646,0.014378315465766588,0.0,2.168404344971009e-19,0.0038267584855551234,0.993,0.9856216845342334,0.9966051315990092,0.998,0.9927371921365079,0.9994513564118793,False,True,False,False,True,False
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,conditional66,uniform_white,1000,1000,982,0,18,17,1,999,0.000345,1.922,1.125,0.982,0.9717267448294926,0.9885842599904322,0.0,2.168404344971009e-19,0.0038267584855551234,0.018,0.011415740009567788,0.028273255170507345,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,conditional66,clustered_correlated,1000,1000,996,0,4,2,2,998,0.000316,1.905,1.112,0.996,0.9897604437227377,0.9984434118595916,0.0,2.168404344971009e-19,0.0038267584855551234,0.004,0.0015565881404084308,0.010239556277262253,0.998,0.9927371921365079,0.9994513564118793,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,80,fitted_grid,fitted_prior,10,325010001,envelope,conditional66,sparse_floor,1000,1000,990,3,7,5,2,995,0.000384,1.888,1.127,0.99,0.9816905311296853,0.9945592455544707,0.003,0.0010207838811386186,0.008783014053503173,0.007,0.0033948684009907646,0.014378315465766588,0.995,0.9883490446266249,0.9978624644726756,True,True,True,True,False,False
Newton,0,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325011001,baseline,full66,uniform_white,1000,1000,999,0,1,0,1,999,0.00028000000000000003,1.083,1.143,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325011001,baseline,full66,clustered_correlated,1000,1000,999,0,1,0,1,999,0.000263,1.057,1.143,0.999,0.9943574414020421,0.9998234536293739,0.0,2.168404344971009e-19,0.0038267584855551234,0.001,0.00017654637062607809,0.0056425585979579355,0.999,0.9943574414020421,0.9998234536293739,True,True,True,True,True,True
Newton,0,test,1,1.0,0.3,,60,fitted_grid,outside_inner_prior,11,325011001,baseline,full66,sparse_floor,1000,1000,996,1,3,0,3,996,0.00040899999999999997,1.061,1.145,0.996,0.9897604437227377,0.9984434118595916,0.001,0.00017654637062607809,0.0056425585979579355,0.003,0.0010207838811386186,0.008783014053503173,0.996,0.9897604437227377,0.9984434118595916,True,True,True,True,False,False
